frame,id,x,y,w,h,score,class,visibility,unused
172.0,44.0,1563.0,564.0,43.624,98.993,38.874,-1.0,-1.0,-1.0
172.0,43.0,1412.0,492.0,79.918,181.35,35.894,-1.0,-1.0,-1.0
172.0,37.0,1806.0,521.0,36.723,83.333,30.976,-1.0,-1.0,-1.0
172.0,41.0,1843.0,505.0,30.903,70.127,28.624,-1.0,-1.0,-1.0
172.0,45.0,547.0,571.0,123.42,280.06,26.836,-1.0,-1.0,-1.0
172.0,38.0,1040.0,646.0,189.32,429.61,23.267,-1.0,-1.0,-1.0
172.0,46.0,699.0,421.0,270.83,614.58,15.336,-1.0,-1.0,-1.0
173.0,39.0,1378.0,454.0,94.66,214.81,70.518,-1.0,-1.0,-1.0
173.0,42.0,1333.0,550.0,56.686,128.63,51.625,-1.0,-1.0,-1.0
173.0,44.0,1565.0,510.0,67.474,153.11,43.401,-1.0,-1.0,-1.0
173.0,37.0,1806.0,521.0,36.723,83.333,30.947,-1.0,-1.0,-1.0
173.0,38.0,1016.0,608.0,207.45,470.74,20.24,-1.0,-1.0,-1.0
173.0,45.0,528.0,571.0,123.42,280.06,16.962,-1.0,-1.0,-1.0
174.0,39.0,1378.0,454.0,94.66,214.81,63.735,-1.0,-1.0,-1.0
174.0,42.0,1333.0,550.0,56.686,128.63,47.505,-1.0,-1.0,-1.0
174.0,44.0,1565.0,510.0,67.474,153.11,47.0,-1.0,-1.0,-1.0
174.0,37.0,1806.0,521.0,36.723,83.333,35.636,-1.0,-1.0,-1.0
174.0,38.0,1016.0,608.0,207.45,470.74,18.366,-1.0,-1.0,-1.0
174.0,45.0,1823.0,510.0,28.302,64.224,16.177,-1.0,-1.0,-1.0
175.0,39.0,1388.0,480.0,79.918,181.35,64.548,-1.0,-1.0,-1.0
175.0,44.0,1575.0,510.0,67.474,153.11,46.575,-1.0,-1.0,-1.0
175.0,42.0,1333.0,550.0,56.686,128.63,36.397,-1.0,-1.0,-1.0
175.0,38.0,356.0,430.0,146.62,332.71,34.429,-1.0,-1.0,-1.0
175.0,37.0,1806.0,521.0,36.723,83.333,31.621,-1.0,-1.0,-1.0
175.0,45.0,1412.0,492.0,79.918,181.35,28.803,-1.0,-1.0,-1.0
175.0,46.0,1363.0,468.0,79.918,181.35,15.546,-1.0,-1.0,-1.0
176.0,39.0,1395.0,490.0,73.864,167.61,57.041,-1.0,-1.0,-1.0
176.0,44.0,1535.0,381.0,123.42,280.06,47.401,-1.0,-1.0,-1.0
176.0,42.0,1333.0,550.0,56.686,128.63,45.542,-1.0,-1.0,-1.0
176.0,37.0,1806.0,521.0,36.723,83.333,30.081,-1.0,-1.0,-1.0
176.0,38.0,356.0,430.0,146.62,332.71,25.452,-1.0,-1.0,-1.0
176.0,46.0,1843.0,505.0,30.903,70.127,20.165,-1.0,-1.0,-1.0
176.0,45.0,1417.0,479.0,73.864,167.61,15.125,-1.0,-1.0,-1.0
177.0,45.0,1406.0,490.0,73.864,167.61,53.058,-1.0,-1.0,-1.0
177.0,44.0,1535.0,381.0,123.42,280.06,42.273,-1.0,-1.0,-1.0
177.0,42.0,1333.0,550.0,56.686,128.63,35.039,-1.0,-1.0,-1.0
177.0,46.0,1848.0,505.0,30.903,70.127,29.485,-1.0,-1.0,-1.0
177.0,37.0,1806.0,521.0,36.723,83.333,26.51,-1.0,-1.0,-1.0
177.0,38.0,356.0,430.0,146.62,332.71,23.65,-1.0,-1.0,-1.0
177.0,39.0,1383.0,468.0,73.864,167.61,22.517,-1.0,-1.0,-1.0
178.0,45.0,1406.0,502.0,73.864,167.61,64.024,-1.0,-1.0,-1.0
178.0,44.0,1535.0,381.0,123.42,280.06,47.987,-1.0,-1.0,-1.0
178.0,42.0,1342.0,550.0,56.686,128.63,44.409,-1.0,-1.0,-1.0
178.0,46.0,1843.0,505.0,30.903,70.127,28.976,-1.0,-1.0,-1.0
178.0,37.0,1806.0,521.0,36.723,83.333,26.145,-1.0,-1.0,-1.0
178.0,39.0,1383.0,468.0,73.864,167.61,21.507,-1.0,-1.0,-1.0
179.0,45.0,1409.0,510.0,67.474,153.11,56.992,-1.0,-1.0,-1.0
179.0,42.0,1342.0,550.0,56.686,128.63,52.297,-1.0,-1.0,-1.0
179.0,44.0,1549.0,403.0,113.37,257.27,41.112,-1.0,-1.0,-1.0
179.0,37.0,1800.0,521.0,36.723,83.333,25.137,-1.0,-1.0,-1.0
179.0,46.0,1848.0,505.0,30.903,70.127,23.577,-1.0,-1.0,-1.0
179.0,47.0,1819.0,513.0,26.0,59.0,23.429,-1.0,-1.0,-1.0
179.0,39.0,991.0,504.0,270.83,614.58,15.675,-1.0,-1.0,-1.0
180.0,45.0,1409.0,510.0,67.474,153.11,67.511,-1.0,-1.0,-1.0
180.0,44.0,1554.0,381.0,123.42,280.06,57.429,-1.0,-1.0,-1.0
180.0,42.0,1342.0,550.0,56.686,128.63,42.304,-1.0,-1.0,-1.0
180.0,37.0,1798.0,504.0,43.624,98.993,28.034,-1.0,-1.0,-1.0
180.0,46.0,1845.0,510.0,28.302,64.224,26.65,-1.0,-1.0,-1.0
181.0,45.0,1406.0,502.0,73.864,167.61,80.758,-1.0,-1.0,-1.0
181.0,44.0,1554.0,381.0,123.42,280.06,60.594,-1.0,-1.0,-1.0
181.0,42.0,1342.0,550.0,56.686,128.63,29.888,-1.0,-1.0,-1.0
181.0,37.0,1798.0,504.0,43.624,98.993,29.855,-1.0,-1.0,-1.0
181.0,46.0,1845.0,510.0,28.302,64.224,22.243,-1.0,-1.0,-1.0
181.0,47.0,1422.0,425.0,94.66,214.81,17.425,-1.0,-1.0,-1.0
181.0,48.0,40.0,571.0,94.66,214.81,16.239,-1.0,-1.0,-1.0
182.0,45.0,1409.0,500.0,67.474,153.11,82.487,-1.0,-1.0,-1.0
182.0,44.0,1567.0,403.0,113.37,257.27,49.455,-1.0,-1.0,-1.0
182.0,37.0,1806.0,521.0,36.723,83.333,35.813,-1.0,-1.0,-1.0
182.0,42.0,1351.0,550.0,56.686,128.63,27.65,-1.0,-1.0,-1.0
182.0,47.0,1430.0,510.0,67.474,153.11,23.133,-1.0,-1.0,-1.0
182.0,46.0,753.0,556.0,94.66,214.81,23.122,-1.0,-1.0,-1.0
183.0,45.0,1406.0,502.0,73.864,167.61,74.0,-1.0,-1.0,-1.0
183.0,44.0,1567.0,403.0,113.37,257.27,46.775,-1.0,-1.0,-1.0
183.0,42.0,1351.0,550.0,56.686,128.63,38.378,-1.0,-1.0,-1.0
183.0,37.0,1801.0,513.0,40.123,91.049,32.654,-1.0,-1.0,-1.0
183.0,46.0,758.0,574.0,103.17,234.13,27.739,-1.0,-1.0,-1.0
183.0,48.0,1848.0,505.0,30.903,70.127,17.716,-1.0,-1.0,-1.0
183.0,47.0,1462.0,556.0,33.737,76.557,15.966,-1.0,-1.0,-1.0
184.0,45.0,1406.0,502.0,73.864,167.61,68.25,-1.0,-1.0,-1.0
184.0,42.0,1351.0,550.0,56.686,128.63,53.821,-1.0,-1.0,-1.0
184.0,44.0,1573.0,381.0,123.42,280.06,50.277,-1.0,-1.0,-1.0
184.0,49.0,1429.0,490.0,73.864,167.61,37.729,-1.0,-1.0,-1.0
184.0,37.0,1806.0,521.0,36.723,83.333,35.209,-1.0,-1.0,-1.0
184.0,48.0,1848.0,505.0,30.903,70.127,17.626,-1.0,-1.0,-1.0
184.0,46.0,767.0,571.0,94.66,214.81,17.545,-1.0,-1.0,-1.0
184.0,47.0,762.0,328.0,33.737,76.557,15.845,-1.0,-1.0,-1.0
185.0,45.0,1406.0,490.0,73.864,167.61,70.395,-1.0,-1.0,-1.0
185.0,42.0,1351.0,550.0,56.686,128.63,51.403,-1.0,-1.0,-1.0
185.0,44.0,1573.0,381.0,123.42,280.06,50.986,-1.0,-1.0,-1.0
185.0,49.0,-31.0,249.0,159.84,362.7,37.219,-1.0,-1.0,-1.0
185.0,37.0,1806.0,521.0,36.723,83.333,28.44,-1.0,-1.0,-1.0
185.0,47.0,1695.0,419.0,79.918,181.35,16.189,-1.0,-1.0,-1.0
186.0,45.0,1417.0,502.0,73.864,167.61,62.973,-1.0,-1.0,-1.0
186.0,44.0,1573.0,381.0,123.42,280.06,49.606,-1.0,-1.0,-1.0
186.0,42.0,1359.0,550.0,56.686,128.63,40.901,-1.0,-1.0,-1.0
186.0,37.0,1806.0,521.0,36.723,83.333,31.138,-1.0,-1.0,-1.0
186.0,49.0,-7.0,246.0,175.68,398.65,30.703,-1.0,-1.0,-1.0
186.0,50.0,1395.0,468.0,73.864,167.61,26.647,-1.0,-1.0,-1.0
186.0,47.0,649.0,382.0,79.918,181.35,22.213,-1.0,-1.0,-1.0
186.0,51.0,912.0,545.0,250.0,567.31,15.481,-1.0,-1.0,-1.0
187.0,45.0,1406.0,490.0,73.864,167.61,57.847,-1.0,-1.0,-1.0
187.0,44.0,1573.0,381.0,123.42,280.06,54.718,-1.0,-1.0,-1.0
187.0,42.0,1359.0,550.0,56.686,128.63,45.849,-1.0,-1.0,-1.0
187.0,50.0,1430.0,447.0,87.838,199.32,28.439,-1.0,-1.0,-1.0
187.0,37.0,1806.0,521.0,36.723,83.333,27.533,-1.0,-1.0,-1.0
187.0,49.0,20.0,246.0,175.68,398.65,27.497,-1.0,-1.0,-1.0
187.0,47.0,1848.0,505.0,30.903,70.127,15.732,-1.0,-1.0,-1.0
188.0,45.0,1412.0,492.0,79.918,181.35,64.02,-1.0,-1.0,-1.0
188.0,49.0,47.0,246.0,175.68,398.65,59.5,-1.0,-1.0,-1.0
188.0,44.0,1573.0,381.0,123.42,280.06,58.31,-1.0,-1.0,-1.0
188.0,42.0,1359.0,550.0,56.686,128.63,49.005,-1.0,-1.0,-1.0
188.0,37.0,1806.0,521.0,36.723,83.333,34.658,-1.0,-1.0,-1.0
188.0,51.0,1395.0,468.0,73.864,167.61,31.832,-1.0,-1.0,-1.0
188.0,50.0,1440.0,431.0,103.17,234.13,27.897,-1.0,-1.0,-1.0
188.0,52.0,564.0,425.0,94.66,214.81,18.545,-1.0,-1.0,-1.0
188.0,47.0,633.0,383.0,189.32,429.61,15.451,-1.0,-1.0,-1.0
189.0,45.0,1416.0,474.0,87.838,199.32,67.59,-1.0,-1.0,-1.0
189.0,44.0,1573.0,381.0,123.42,280.06,48.698,-1.0,-1.0,-1.0
189.0,49.0,68.0,249.0,159.84,362.7,48.685,-1.0,-1.0,-1.0
189.0,42.0,1359.0,550.0,56.686,128.63,35.7,-1.0,-1.0,-1.0
189.0,52.0,535.0,396.0,159.84,362.7,35.645,-1.0,-1.0,-1.0
189.0,51.0,1378.0,454.0,94.66,214.81,31.789,-1.0,-1.0,-1.0
189.0,37.0,1806.0,521.0,36.723,83.333,30.733,-1.0,-1.0,-1.0
189.0,47.0,658.0,445.0,159.84,362.7,26.781,-1.0,-1.0,-1.0
190.0,45.0,1412.0,480.0,79.918,181.35,68.214,-1.0,-1.0,-1.0
190.0,52.0,507.0,381.0,175.68,398.65,49.981,-1.0,-1.0,-1.0
190.0,44.0,1602.0,385.0,113.37,257.27,42.927,-1.0,-1.0,-1.0
190.0,42.0,1366.0,561.0,52.0,118.0,32.308,-1.0,-1.0,-1.0
190.0,37.0,1806.0,521.0,36.723,83.333,24.841,-1.0,-1.0,-1.0
190.0,47.0,633.0,383.0,189.32,429.61,22.354,-1.0,-1.0,-1.0
190.0,49.0,88.0,258.0,207.45,470.74,20.634,-1.0,-1.0,-1.0
190.0,51.0,1451.0,440.0,94.66,214.81,16.752,-1.0,-1.0,-1.0
190.0,53.0,1687.0,407.0,87.838,199.32,15.996,-1.0,-1.0,-1.0
191.0,45.0,1416.0,474.0,87.838,199.32,65.104,-1.0,-1.0,-1.0
191.0,44.0,1599.0,399.0,103.17,234.13,47.998,-1.0,-1.0,-1.0
191.0,52.0,507.0,381.0,175.68,398.65,46.642,-1.0,-1.0,-1.0
191.0,42.0,1364.0,469.0,94.66,214.81,30.264,-1.0,-1.0,-1.0
191.0,51.0,1451.0,440.0,94.66,214.81,22.149,-1.0,-1.0,-1.0
191.0,47.0,794.0,562.0,226.74,514.53,21.001,-1.0,-1.0,-1.0
191.0,53.0,1684.0,396.0,94.66,214.81,20.264,-1.0,-1.0,-1.0
191.0,37.0,1806.0,521.0,36.723,83.333,17.798,-1.0,-1.0,-1.0
192.0,45.0,1416.0,474.0,87.838,199.32,60.869,-1.0,-1.0,-1.0
192.0,44.0,1599.0,399.0,103.17,234.13,51.717,-1.0,-1.0,-1.0
192.0,52.0,535.0,396.0,159.84,362.7,36.433,-1.0,-1.0,-1.0
192.0,42.0,1378.0,454.0,94.66,214.81,32.593,-1.0,-1.0,-1.0
192.0,53.0,1360.0,541.0,61.514,139.59,25.403,-1.0,-1.0,-1.0
192.0,37.0,1806.0,521.0,36.723,83.333,24.865,-1.0,-1.0,-1.0
192.0,51.0,1457.0,434.0,87.838,199.32,24.817,-1.0,-1.0,-1.0
192.0,47.0,486.0,420.0,159.84,362.7,21.873,-1.0,-1.0,-1.0
193.0,42.0,1417.0,490.0,73.864,167.61,61.993,-1.0,-1.0,-1.0
193.0,44.0,1592.0,381.0,123.42,280.06,44.236,-1.0,-1.0,-1.0
193.0,45.0,1440.0,513.0,73.864,167.61,32.449,-1.0,-1.0,-1.0
193.0,52.0,507.0,381.0,175.68,398.65,32.046,-1.0,-1.0,-1.0
193.0,51.0,1466.0,440.0,94.66,214.81,27.773,-1.0,-1.0,-1.0
193.0,53.0,1367.0,531.0,67.474,153.11,23.604,-1.0,-1.0,-1.0
193.0,37.0,1801.0,513.0,40.123,91.049,20.531,-1.0,-1.0,-1.0
194.0,42.0,1392.0,447.0,103.17,234.13,56.831,-1.0,-1.0,-1.0
194.0,44.0,1602.0,385.0,113.37,257.27,45.116,-1.0,-1.0,-1.0
194.0,53.0,1367.0,531.0,67.474,153.11,44.944,-1.0,-1.0,-1.0
194.0,37.0,1806.0,521.0,36.723,83.333,26.915,-1.0,-1.0,-1.0
194.0,52.0,480.0,408.0,175.68,398.65,21.62,-1.0,-1.0,-1.0
194.0,51.0,1456.0,431.0,103.17,234.13,19.45,-1.0,-1.0,-1.0
195.0,42.0,1392.0,447.0,103.17,234.13,64.247,-1.0,-1.0,-1.0
195.0,44.0,1602.0,385.0,113.37,257.27,48.96,-1.0,-1.0,-1.0
195.0,37.0,1806.0,521.0,36.723,83.333,39.866,-1.0,-1.0,-1.0
195.0,53.0,1367.0,531.0,67.474,153.11,32.776,-1.0,-1.0,-1.0
195.0,52.0,520.0,558.0,103.17,234.13,21.268,-1.0,-1.0,-1.0
195.0,54.0,1684.0,396.0,94.66,214.81,20.622,-1.0,-1.0,-1.0
195.0,51.0,1436.0,454.0,94.66,214.81,17.05,-1.0,-1.0,-1.0
196.0,42.0,1422.0,469.0,94.66,214.81,69.293,-1.0,-1.0,-1.0
196.0,53.0,1378.0,531.0,67.474,153.11,53.984,-1.0,-1.0,-1.0
196.0,44.0,1615.0,399.0,103.17,234.13,44.152,-1.0,-1.0,-1.0
196.0,52.0,514.0,430.0,146.62,332.71,29.043,-1.0,-1.0,-1.0
196.0,37.0,1806.0,521.0,36.723,83.333,26.129,-1.0,-1.0,-1.0
196.0,54.0,1684.0,396.0,94.66,214.81,21.216,-1.0,-1.0,-1.0
196.0,51.0,1480.0,425.0,94.66,214.81,16.374,-1.0,-1.0,-1.0
197.0,42.0,1422.0,469.0,94.66,214.81,65.423,-1.0,-1.0,-1.0
197.0,55.0,198.0,213.0,270.83,614.58,53.44,-1.0,-1.0,-1.0
197.0,53.0,1372.0,524.0,73.864,167.61,47.988,-1.0,-1.0,-1.0
197.0,44.0,1602.0,385.0,113.37,257.27,43.891,-1.0,-1.0,-1.0
197.0,37.0,1806.0,521.0,36.723,83.333,24.776,-1.0,-1.0,-1.0
197.0,51.0,1472.0,415.0,103.17,234.13,23.977,-1.0,-1.0,-1.0
197.0,52.0,1393.0,454.0,94.66,214.81,21.379,-1.0,-1.0,-1.0
197.0,56.0,1767.0,549.0,26.0,59.0,18.727,-1.0,-1.0,-1.0
197.0,54.0,1684.0,396.0,94.66,214.81,18.482,-1.0,-1.0,-1.0
198.0,42.0,1422.0,469.0,94.66,214.81,73.138,-1.0,-1.0,-1.0
198.0,55.0,198.0,213.0,270.83,614.58,49.046,-1.0,-1.0,-1.0
198.0,44.0,1654.0,529.0,52.0,118.0,39.064,-1.0,-1.0,-1.0
198.0,52.0,1361.0,463.0,103.17,234.13,29.664,-1.0,-1.0,-1.0
198.0,37.0,1806.0,521.0,36.723,83.333,27.7,-1.0,-1.0,-1.0
198.0,51.0,1472.0,415.0,103.17,234.13,24.437,-1.0,-1.0,-1.0
198.0,56.0,1767.0,553.0,26.0,59.0,16.733,-1.0,-1.0,-1.0
199.0,42.0,1408.0,447.0,103.17,234.13,77.899,-1.0,-1.0,-1.0
199.0,52.0,240.0,254.0,270.83,614.58,55.697,-1.0,-1.0,-1.0
199.0,44.0,1615.0,399.0,103.17,234.13,48.387,-1.0,-1.0,-1.0
199.0,51.0,1456.0,447.0,103.17,234.13,29.779,-1.0,-1.0,-1.0
199.0,37.0,1806.0,521.0,36.723,83.333,21.618,-1.0,-1.0,-1.0
199.0,55.0,157.0,213.0,270.83,614.58,20.793,-1.0,-1.0,-1.0
199.0,56.0,1018.0,593.0,28.302,64.224,17.316,-1.0,-1.0,-1.0
200.0,42.0,1422.0,469.0,94.66,214.81,84.081,-1.0,-1.0,-1.0
200.0,52.0,259.0,236.0,250.0,567.31,44.528,-1.0,-1.0,-1.0
200.0,44.0,1619.0,385.0,113.37,257.27,38.094,-1.0,-1.0,-1.0
200.0,51.0,1456.0,447.0,103.17,234.13,26.945,-1.0,-1.0,-1.0
200.0,37.0,1810.0,530.0,33.737,76.557,24.655,-1.0,-1.0,-1.0
200.0,56.0,824.0,171.0,270.83,614.58,16.129,-1.0,-1.0,-1.0
200.0,55.0,1377.0,447.0,103.17,234.13,15.976,-1.0,-1.0,-1.0
201.0,42.0,1430.0,488.0,87.838,199.32,80.623,-1.0,-1.0,-1.0
201.0,44.0,1611.0,381.0,123.42,280.06,46.512,-1.0,-1.0,-1.0
201.0,52.0,305.0,283.0,226.74,514.53,41.734,-1.0,-1.0,-1.0
201.0,37.0,1806.0,521.0,36.723,83.333,36.475,-1.0,-1.0,-1.0
201.0,51.0,1462.0,438.0,113.37,257.27,36.131,-1.0,-1.0,-1.0
201.0,55.0,1397.0,551.0,61.514,139.59,26.588,-1.0,-1.0,-1.0
202.0,42.0,1436.0,469.0,94.66,214.81,66.337,-1.0,-1.0,-1.0
202.0,44.0,1611.0,381.0,123.42,280.06,48.462,-1.0,-1.0,-1.0
202.0,52.0,298.0,236.0,250.0,567.31,35.834,-1.0,-1.0,-1.0
202.0,56.0,157.0,254.0,270.83,614.58,28.837,-1.0,-1.0,-1.0
202.0,55.0,1399.0,531.0,67.474,153.11,23.323,-1.0,-1.0,-1.0
202.0,37.0,1806.0,521.0,36.723,83.333,20.367,-1.0,-1.0,-1.0
202.0,57.0,920.0,290.0,207.45,470.74,19.121,-1.0,-1.0,-1.0
202.0,51.0,1472.0,431.0,103.17,234.13,17.92,-1.0,-1.0,-1.0
202.0,58.0,1849.0,510.0,28.302,64.224,15.738,-1.0,-1.0,-1.0
203.0,42.0,1436.0,469.0,94.66,214.81,66.527,-1.0,-1.0,-1.0
203.0,44.0,1630.0,399.0,103.17,234.13,45.076,-1.0,-1.0,-1.0
203.0,52.0,345.0,273.0,175.68,398.65,38.142,-1.0,-1.0,-1.0
203.0,51.0,1472.0,447.0,103.17,234.13,37.387,-1.0,-1.0,-1.0
203.0,55.0,1399.0,531.0,67.474,153.11,35.281,-1.0,-1.0,-1.0
203.0,57.0,994.0,562.0,67.474,153.11,27.319,-1.0,-1.0,-1.0
203.0,56.0,182.0,275.0,250.0,567.31,21.594,-1.0,-1.0,-1.0
203.0,37.0,1806.0,521.0,36.723,83.333,17.959,-1.0,-1.0,-1.0
203.0,58.0,1848.0,505.0,30.903,70.127,15.29,-1.0,-1.0,-1.0
204.0,42.0,1436.0,469.0,94.66,214.81,59.023,-1.0,-1.0,-1.0
204.0,44.0,1630.0,399.0,103.17,234.13,40.456,-1.0,-1.0,-1.0
204.0,56.0,182.0,275.0,250.0,567.31,39.629,-1.0,-1.0,-1.0
204.0,51.0,1472.0,447.0,103.17,234.13,37.191,-1.0,-1.0,-1.0
204.0,55.0,1399.0,521.0,67.474,153.11,30.231,-1.0,-1.0,-1.0
204.0,59.0,1519.0,415.0,103.17,234.13,29.654,-1.0,-1.0,-1.0
204.0,37.0,1806.0,521.0,36.723,83.333,28.863,-1.0,-1.0,-1.0
204.0,60.0,1671.0,385.0,113.37,257.27,28.663,-1.0,-1.0,-1.0
204.0,52.0,380.0,316.0,113.37,257.27,24.392,-1.0,-1.0,-1.0
204.0,57.0,1843.0,505.0,30.903,70.127,23.395,-1.0,-1.0,-1.0
204.0,58.0,834.0,603.0,79.918,181.35,18.633,-1.0,-1.0,-1.0
205.0,42.0,1440.0,447.0,103.17,234.13,72.356,-1.0,-1.0,-1.0
205.0,57.0,409.0,32.0,33.737,76.557,51.065,-1.0,-1.0,-1.0
205.0,56.0,201.0,283.0,226.74,514.53,39.875,-1.0,-1.0,-1.0
205.0,60.0,1654.0,385.0,113.37,257.27,39.724,-1.0,-1.0,-1.0
205.0,55.0,1408.0,463.0,103.17,234.13,38.12,-1.0,-1.0,-1.0
205.0,37.0,1806.0,521.0,36.723,83.333,28.142,-1.0,-1.0,-1.0
205.0,52.0,952.0,322.0,207.45,470.74,25.643,-1.0,-1.0,-1.0
205.0,59.0,1535.0,415.0,103.17,234.13,22.394,-1.0,-1.0,-1.0
205.0,44.0,1619.0,403.0,113.37,257.27,21.987,-1.0,-1.0,-1.0
205.0,61.0,40.0,498.0,146.62,332.71,21.87,-1.0,-1.0,-1.0
205.0,58.0,1820.0,494.0,33.737,76.557,17.488,-1.0,-1.0,-1.0
205.0,51.0,419.0,37.0,33.737,76.557,16.436,-1.0,-1.0,-1.0
206.0,42.0,1440.0,447.0,103.17,234.13,77.378,-1.0,-1.0,-1.0
206.0,60.0,1654.0,385.0,113.37,257.27,51.171,-1.0,-1.0,-1.0
206.0,55.0,1408.0,463.0,103.17,234.13,41.766,-1.0,-1.0,-1.0
206.0,37.0,1806.0,521.0,36.723,83.333,24.271,-1.0,-1.0,-1.0
206.0,51.0,1472.0,463.0,103.17,234.13,19.17,-1.0,-1.0,-1.0
206.0,57.0,1035.0,562.0,67.474,153.11,18.78,-1.0,-1.0,-1.0
206.0,59.0,1524.0,425.0,94.66,214.81,17.238,-1.0,-1.0,-1.0
207.0,42.0,1440.0,447.0,103.17,234.13,75.107,-1.0,-1.0,-1.0
207.0,60.0,1654.0,385.0,113.37,257.27,45.74,-1.0,-1.0,-1.0
207.0,55.0,1408.0,463.0,103.17,234.13,31.123,-1.0,-1.0,-1.0
207.0,37.0,1806.0,521.0,36.723,83.333,24.956,-1.0,-1.0,-1.0
207.0,57.0,680.0,556.0,94.66,214.81,24.216,-1.0,-1.0,-1.0
207.0,59.0,1519.0,415.0,103.17,234.13,23.161,-1.0,-1.0,-1.0
207.0,51.0,1472.0,431.0,103.17,234.13,22.121,-1.0,-1.0,-1.0
208.0,42.0,1427.0,438.0,113.37,257.27,72.059,-1.0,-1.0,-1.0
208.0,60.0,1654.0,385.0,113.37,257.27,46.438,-1.0,-1.0,-1.0
208.0,57.0,694.0,542.0,103.17,234.13,33.917,-1.0,-1.0,-1.0
208.0,37.0,1806.0,521.0,36.723,83.333,29.445,-1.0,-1.0,-1.0
208.0,59.0,1538.0,425.0,94.66,214.81,28.102,-1.0,-1.0,-1.0
208.0,51.0,1462.0,455.0,113.37,257.27,24.74,-1.0,-1.0,-1.0
208.0,55.0,292.0,35.0,36.723,83.333,24.52,-1.0,-1.0,-1.0
208.0,61.0,1080.0,554.0,79.918,181.35,24.267,-1.0,-1.0,-1.0
208.0,62.0,-36.0,558.0,189.32,429.61,20.961,-1.0,-1.0,-1.0
208.0,63.0,916.0,478.0,103.17,234.13,19.094,-1.0,-1.0,-1.0
208.0,64.0,1848.0,505.0,30.903,70.127,15.613,-1.0,-1.0,-1.0
209.0,42.0,1440.0,447.0,103.17,234.13,73.312,-1.0,-1.0,-1.0
209.0,60.0,1654.0,385.0,113.37,257.27,39.923,-1.0,-1.0,-1.0
209.0,55.0,642.0,381.0,175.68,398.65,36.863,-1.0,-1.0,-1.0
209.0,57.0,1406.0,524.0,73.864,167.61,31.271,-1.0,-1.0,-1.0
209.0,51.0,1472.0,431.0,103.17,234.13,24.79,-1.0,-1.0,-1.0
209.0,61.0,1011.0,325.0,189.32,429.61,24.589,-1.0,-1.0,-1.0
209.0,59.0,1553.0,425.0,94.66,214.81,21.85,-1.0,-1.0,-1.0
209.0,64.0,1849.0,506.0,28.302,64.224,19.794,-1.0,-1.0,-1.0
209.0,37.0,1806.0,521.0,36.723,83.333,18.224,-1.0,-1.0,-1.0
209.0,63.0,921.0,396.0,67.474,153.11,17.636,-1.0,-1.0,-1.0
210.0,42.0,1440.0,447.0,103.17,234.13,82.93,-1.0,-1.0,-1.0
210.0,63.0,633.0,354.0,189.32,429.61,51.166,-1.0,-1.0,-1.0
210.0,60.0,1662.0,399.0,103.17,234.13,41.23,-1.0,-1.0,-1.0
210.0,57.0,1419.0,541.0,67.474,153.11,34.751,-1.0,-1.0,-1.0
210.0,64.0,1848.0,505.0,30.903,70.127,30.641,-1.0,-1.0,-1.0
210.0,51.0,1472.0,463.0,103.17,234.13,25.795,-1.0,-1.0,-1.0
210.0,55.0,172.0,1.0,56.686,128.63,21.546,-1.0,-1.0,-1.0
210.0,37.0,1798.0,504.0,43.624,98.993,21.267,-1.0,-1.0,-1.0
210.0,59.0,1553.0,425.0,94.66,214.81,16.938,-1.0,-1.0,-1.0
210.0,61.0,1048.0,354.0,175.68,398.65,15.631,-1.0,-1.0,-1.0
211.0,42.0,1440.0,447.0,103.17,234.13,76.206,-1.0,-1.0,-1.0
211.0,60.0,1671.0,385.0,113.37,257.27,52.065,-1.0,-1.0,-1.0
211.0,51.0,1472.0,463.0,103.17,234.13,49.484,-1.0,-1.0,-1.0
211.0,64.0,935.0,545.0,28.302,64.224,46.976,-1.0,-1.0,-1.0
211.0,57.0,1419.0,541.0,67.474,153.11,46.084,-1.0,-1.0,-1.0
211.0,37.0,1806.0,521.0,36.723,83.333,23.931,-1.0,-1.0,-1.0
211.0,55.0,1040.0,325.0,189.32,429.61,22.319,-1.0,-1.0,-1.0
211.0,61.0,946.0,476.0,123.42,280.06,20.365,-1.0,-1.0,-1.0
211.0,59.0,1588.0,479.0,73.864,167.61,16.184,-1.0,-1.0,-1.0
212.0,42.0,1444.0,438.0,113.37,257.27,70.023,-1.0,-1.0,-1.0
212.0,51.0,559.0,273.0,146.62,332.71,51.453,-1.0,-1.0,-1.0
212.0,60.0,1671.0,385.0,113.37,257.27,46.499,-1.0,-1.0,-1.0
212.0,64.0,935.0,545.0,28.302,64.224,31.658,-1.0,-1.0,-1.0
212.0,57.0,1417.0,524.0,73.864,167.61,30.244,-1.0,-1.0,-1.0
212.0,37.0,1801.0,513.0,40.123,91.049,26.391,-1.0,-1.0,-1.0
212.0,61.0,946.0,476.0,123.42,280.06,22.037,-1.0,-1.0,-1.0
212.0,65.0,1845.0,506.0,28.302,64.224,21.883,-1.0,-1.0,-1.0
212.0,59.0,1565.0,447.0,87.838,199.32,21.549,-1.0,-1.0,-1.0
212.0,55.0,1048.0,327.0,175.68,398.65,19.872,-1.0,-1.0,-1.0
213.0,42.0,1444.0,438.0,113.37,257.27,76.788,-1.0,-1.0,-1.0
213.0,51.0,558.0,293.0,135.42,307.29,58.166,-1.0,-1.0,-1.0
